selection_metric,method,K,run,seed,covariance_type,silhouette,calinski_harabasz,davies_bouldin,aic,bic,n_iterations,converged,avg_max_membership,pct_ambiguous_0_70,cluster_sizes
silhouette,gmm,3,2,3302,tied,0.25544658145195576,10272.010678677216,1.88257413546705,-9269059.991999727,-9260348.546498546,17,True,0.9999999756902024,0.0,"[6473, 103695, 9222]"
calinski_harabasz,gmm,2,2,3202,tied,0.13316898215951167,14619.02013875919,2.4033070992388903,-7863925.368738547,-7855601.52926634,6,True,0.9680438378858149,0.0033671161738839097,"[82616, 36774]"
davies_bouldin,gmm,3,2,3302,tied,0.25544658145195576,10272.010678677216,1.88257413546705,-9269059.991999727,-9260348.546498546,17,True,0.9999999756902024,0.0,"[6473, 103695, 9222]"
aic,gmm,3,2,3302,diag,0.05813364851542419,7091.807350711654,3.095493264548068,-12845969.226912105,-12843682.351341162,7,True,0.9999903069134816,0.0,"[11095, 40693, 67602]"
bic,gmm,3,2,3302,diag,0.05813364851542419,7091.807350711654,3.095493264548068,-12845969.226912105,-12843682.351341162,7,True,0.9999903069134816,0.0,"[11095, 40693, 67602]"
