,representation_id,cluster,kids,market_segment_Online TA,adults,stays_in_weekend_nights,stays_in_week_nights,market_segment_Groups,customer_type_Transient,customer_type_Transient-Party,market_segment_Offline TA/TO,deposit_type_No Deposit,deposit_type_Non Refund,previous_bookings_not_canceled
cluster_mean,R0-standard-noADR_gmm_tied_K2_run3_seed3203,0,3.1962307192288377,0.7148060852796229,0.20110433372813571,0.19898003956067137,0.1986558687752189,0.006213841868437969,0.9062566959502892,0.06942361259910007,0.07745875294621812,0.9989286479537176,0.0006428112277694451,-0.12001060302688542
grand_mean,R0-standard-noADR_gmm_tied_K2_run3_seed3203,0,-2.2853539704487684e-17,0.47304631878716813,6.665615747142242e-18,-6.856061911346305e-17,1.2188554509060098e-16,0.16593517044978642,0.7505905017170618,0.21043638495686406,0.20285618561018512,0.8764636904263339,0.1221794120110562,-2.6662462988568967e-17
difference,R0-standard-noADR_gmm_tied_K2_run3_seed3203,0,3.1962307192288377,0.24175976649245473,0.20110433372813571,0.19898003956067142,0.1986558687752188,-0.15972132858134847,0.15566619423322747,-0.141012772357764,-0.125397432663967,0.12246495752738373,-0.12153660078328675,-0.12001060302688539
