method,representation_id,cluster,n,pct_total,canceled_count,not_canceled_count,cancellation_rate,global_cancellation_rate,difference_from_global
ikmeans,R0-standard-noADR_ikmeans_minSize3000_K8,0,8510,0.07127900159142307,3092,5418,0.363337250293772,0.37041628277075134,-0.00707903247697933
ikmeans,R0-standard-noADR_ikmeans_minSize3000_K8,1,14859,0.12445765977050004,4969,9890,0.3344101218116966,0.37041628277075134,-0.036006160959054734
ikmeans,R0-standard-noADR_ikmeans_minSize3000_K8,2,2046,0.017137113661110644,120,1926,0.05865102639296188,0.37041628277075134,-0.31176525637778946
ikmeans,R0-standard-noADR_ikmeans_minSize3000_K8,3,4934,0.041326744283440825,1782,3152,0.3611674098094852,0.37041628277075134,-0.009248872961266141
ikmeans,R0-standard-noADR_ikmeans_minSize3000_K8,4,33434,0.2800402043722255,18382,15052,0.5497996051923192,0.37041628277075134,0.17938332242156785
ikmeans,R0-standard-noADR_ikmeans_minSize3000_K8,5,12601,0.10554485300276405,2524,10077,0.20030156336798666,0.37041628277075134,-0.17011471940276468
ikmeans,R0-standard-noADR_ikmeans_minSize3000_K8,6,26838,0.22479269620571238,10755,16083,0.40073775989268945,0.37041628277075134,0.030321477121938112
ikmeans,R0-standard-noADR_ikmeans_minSize3000_K8,7,16168,0.13542172711282352,2600,13568,0.16081147946561108,0.37041628277075134,-0.20960480330514025
