timestamp,run_id,representation_id,preprocessing_variant,method,K,run,seed,min_cluster_size,parameters,sample_rule,silhouette,calinski_harabasz,davies_bouldin,n_iterations,converged,notes
2026-06-05T00:24:35,R1_Euclid_robust_noADR_gmm_K2_run1_seed3201,R1-Euclid-robust-noADR,robust,gmm,2,1,3201,,K_grid=2..8;covariance_type=diag;M=5;max_iter=300;tol=1e-3;reg_covar=1e-6;n_init=1,full_data,0.10921903698022847,11504.515325416985,2.95466656503152,6,True,GMM/EM alternative family with AIC/BIC diagnostics and soft memberships
2026-06-05T00:24:35,R1_Euclid_robust_noADR_gmm_K2_run2_seed3202,R1-Euclid-robust-noADR,robust,gmm,2,2,3202,,K_grid=2..8;covariance_type=diag;M=5;max_iter=300;tol=1e-3;reg_covar=1e-6;n_init=1,full_data,0.10921903698022847,11504.515325416985,2.95466656503152,6,True,GMM/EM alternative family with AIC/BIC diagnostics and soft memberships
2026-06-05T00:24:35,R1_Euclid_robust_noADR_gmm_K3_run1_seed3301,R1-Euclid-robust-noADR,robust,gmm,3,1,3301,,K_grid=2..8;covariance_type=diag;M=5;max_iter=300;tol=1e-3;reg_covar=1e-6;n_init=1,full_data,0.07784079114692084,6476.992352234889,3.354351349332628,12,True,GMM/EM alternative family with AIC/BIC diagnostics and soft memberships
2026-06-05T00:24:35,R1_Euclid_robust_noADR_gmm_K3_run2_seed3302,R1-Euclid-robust-noADR,robust,gmm,3,2,3302,,K_grid=2..8;covariance_type=diag;M=5;max_iter=300;tol=1e-3;reg_covar=1e-6;n_init=1,full_data,0.07784079114692084,6476.992352234889,3.354351349332628,12,True,GMM/EM alternative family with AIC/BIC diagnostics and soft memberships
2026-06-05T00:24:35,R1_Euclid_robust_noADR_gmm_K2_run1_seed3201,R1-Euclid-robust-noADR,robust,gmm,2,1,3201,,K_grid=2..8;covariance_type=diag;M=5;max_iter=300;tol=1e-3;reg_covar=1e-6;n_init=1,full_data,0.1133427604405015,11925.860243011513,2.8448356136259076,4,True,GMM/EM alternative family with AIC/BIC diagnostics and soft memberships
2026-06-05T00:24:35,R1_Euclid_robust_noADR_gmm_K2_run2_seed3202,R1-Euclid-robust-noADR,robust,gmm,2,2,3202,,K_grid=2..8;covariance_type=diag;M=5;max_iter=300;tol=1e-3;reg_covar=1e-6;n_init=1,full_data,0.1133427604405015,11925.860243011513,2.8448356136259076,4,True,GMM/EM alternative family with AIC/BIC diagnostics and soft memberships
2026-06-05T00:24:35,R1_Euclid_robust_noADR_gmm_K3_run1_seed3301,R1-Euclid-robust-noADR,robust,gmm,3,1,3301,,K_grid=2..8;covariance_type=diag;M=5;max_iter=300;tol=1e-3;reg_covar=1e-6;n_init=1,full_data,0.12224628673884806,12388.911381635038,2.3603153759174056,9,True,GMM/EM alternative family with AIC/BIC diagnostics and soft memberships
2026-06-05T00:24:35,R1_Euclid_robust_noADR_gmm_K3_run2_seed3302,R1-Euclid-robust-noADR,robust,gmm,3,2,3302,,K_grid=2..8;covariance_type=diag;M=5;max_iter=300;tol=1e-3;reg_covar=1e-6;n_init=1,full_data,0.12224453171842424,12388.709156378705,2.3603066243826247,9,True,GMM/EM alternative family with AIC/BIC diagnostics and soft memberships
