,representation_id,cluster,stays_in_week_nights,customer_type_Contract,customer_type_Transient,market_segment_Offline TA/TO,stays_in_weekend_nights,hotel_City Hotel,hotel_Resort Hotel,lead_time,market_segment_Online TA,customer_type_Transient-Party,distribution_channel_TA/TO,arrival_date_month_July
cluster_mean,R1-robust-noADR_gmm_tied_K8_run1_seed3801,7,1.6832669322709164,1.0,0.0,0.9048804780876494,0.49701195219123506,0.13545816733067728,0.8645418326693227,0.2845657471372821,0.0,0.0,0.9995019920318725,0.2340637450199203
grand_mean,R1-robust-noADR_gmm_tied_K8_run1_seed3801,7,0.23358321467459586,0.03414021274813636,0.7505905017170618,0.20285618561018512,-0.04930898735237457,0.6644610101348521,0.33553898986514785,-0.1911149426039387,0.47304631878716813,0.21043638495686406,0.8197503978557669,0.10604740765558254
difference,R1-robust-noADR_gmm_tied_K8_run1_seed3801,7,1.4496837175963204,0.9658597872518636,-0.7505905017170618,0.7020242924774642,0.5463209395436096,-0.5290028428041749,0.5290028428041749,0.4756806897412208,-0.47304631878716813,-0.21043638495686406,0.17975159417610564,0.12801633736433776
