,representation_id,cluster,deposit_type_Non Refund,deposit_type_No Deposit,lead_time,market_segment_Online TA,market_segment_Groups,hotel_Resort Hotel,hotel_City Hotel,stays_in_week_nights,has_previous_cancellation,stays_in_weekend_nights,market_segment_Offline TA/TO,customer_type_Transient
cluster_mean,R1-robust-noADR_ikmeans_minSize3000_K9,2,0.9945471283903407,0.005452871609659372,0.4150315298668583,0.0009914312017562496,0.634232703066355,0.09262800084979818,0.9073719991502018,0.0038949082926138376,0.2550102683945896,-0.21156433680334255,0.34728418667233196,0.8892429714609447
grand_mean,R1-robust-noADR_ikmeans_minSize3000_K9,2,0.1221794120110562,0.8764636904263339,-0.1911149426039387,0.47304631878716813,0.16593517044978642,0.33553898986514785,0.6644610101348521,0.23358321467459586,0.054309406147918585,-0.04930898735237457,0.20285618561018512,0.7505905017170618
difference,R1-robust-noADR_ikmeans_minSize3000_K9,2,0.8723677163792845,-0.8710108188166745,0.606146472470797,-0.47205488758541186,0.4682975326165686,-0.2429109890153497,0.2429109890153497,-0.22968830638198204,0.20070086224667105,-0.16225534945096798,0.14442800106214684,0.1386524697438829
